id,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
1476496307039545240,Brooklyn,Fort Greene,40.69076,-73.98112,Entire home/apt,170.0,90.0,0.0,,0.0,1.0,323.0,0.0,
758972902973903245,Queens,Ridgewood,40.70864,-73.89752,Entire home/apt,157.0,30.0,28.0,2025-04-29,0.8,10.0,334.0,3.0,
1361840108844137918,Manhattan,Murray Hill,40.74976,-73.97625,Entire home/apt,180.0,30.0,0.0,,0.0,51.0,274.0,0.0,
896185778425447968,Manhattan,Nolita,40.72211,-73.99401,Entire home/apt,1000.0,30.0,0.0,,0.0,1.0,365.0,0.0,
798846714750588023,Brooklyn,Bedford-Stuyvesant,40.680830131860226,-73.95260961291281,Private room,47.0,30.0,0.0,,0.0,567.0,365.0,0.0,
1006416060412152707,Manhattan,Midtown,40.7553992,-73.9726263,Private room,158.0,30.0,1.0,2025-05-31,0.24,51.0,243.0,1.0,
1120267212254262726,Manhattan,East Village,40.72546531180914,-73.98704392836228,Entire home/apt,489.0,3.0,41.0,2025-09-17,2.22,1.0,319.0,23.0,Exempt
12664893,Manhattan,Harlem,40.81147,-73.94077,Private room,88.0,30.0,134.0,2023-11-04,1.17,2.0,179.0,0.0,
37428856,Queens,Flushing,40.75701069477323,-73.83535981579396,Entire home/apt,369.0,31.0,0.0,,0.0,1.0,365.0,0.0,
1164529533784253797,Manhattan,Hell's Kitchen,40.76545,-73.99537,Entire home/apt,340.0,30.0,0.0,,0.0,331.0,363.0,0.0,
812515079646741128,Brooklyn,Canarsie,40.63193,-73.90275,Entire home/apt,185.0,30.0,76.0,2023-10-22,2.39,3.0,179.0,0.0,
1030503494042831518,Brooklyn,Williamsburg,40.707581064866865,-73.9456893640269,Entire home/apt,199.0,30.0,1.0,2025-05-12,0.21,2.0,336.0,1.0,
1096492708718540311,Manhattan,Upper West Side,40.80021376525054,-73.95982261609838,Private room,60.0,30.0,0.0,,0.0,23.0,336.0,0.0,
1226755115355469374,Manhattan,Midtown,40.7546241,-73.96645699999999,Entire home/apt,130.0,30.0,4.0,2025-04-09,0.33,8.0,167.0,3.0,
1078365107916600965,Manhattan,Lower East Side,40.71936,-73.98685,Entire home/apt,553.0,2.0,4.0,2025-09-15,2.22,1.0,209.0,4.0,Exempt
701401510655012752,Brooklyn,Cypress Hills,40.68355,-73.88437,Entire home/apt,135.0,30.0,58.0,2023-11-03,1.54,1.0,356.0,0.0,
877594518474201118,Queens,Glendale,40.70407073465647,-73.89474162261666,Entire home/apt,101.0,30.0,7.0,2024-08-20,0.24,1.0,317.0,0.0,
53623779,Manhattan,Upper East Side,40.7818029,-73.9476236,Entire home/apt,160.0,30.0,25.0,2023-12-07,0.75,1.0,365.0,0.0,
1167240334295469098,Manhattan,Upper East Side,40.76604,-73.95708,Entire home/apt,313.0,31.0,0.0,,0.0,1148.0,306.0,0.0,
40397243,Queens,Ridgewood,40.70663,-73.90317,Private room,82.0,30.0,18.0,2025-07-16,0.26,4.0,356.0,1.0,
674641911507626377,Bronx,Wakefield,40.89437873603123,-73.8533300883606,Private room,72.0,30.0,32.0,2023-09-04,0.83,1.0,365.0,0.0,
4067820,Bronx,Unionport,40.82914,-73.85473,Private room,70.0,30.0,152.0,2024-09-09,1.24,1.0,339.0,0.0,
1108891228259931949,Manhattan,Hell's Kitchen,40.758114451325156,-73.99520196652244,Entire home/apt,300.0,30.0,0.0,,0.0,1.0,90.0,0.0,
