id,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
1461635294223356331,Other Cities,Monterey Park,34.04659,-118.1359,Entire home/apt,166.0,1.0,1.0,2025-07-16,0.61,8.0,135.0,1.0,
635497975576417680,Unincorporated Areas,Altadena,34.190728,-118.1315834,Entire home/apt,238.0,1.0,86.0,2025-08-12,2.21,10.0,325.0,17.0,
1269632433454975311,City of Los Angeles,Exposition Park,34.0221,-118.30201,Private room,33.0,31.0,0.0,,0.0,191.0,252.0,0.0,
45121206,Other Cities,Whittier,33.972390040844445,-118.02142535205239,Entire home/apt,116.0,1.0,200.0,2025-08-24,3.84,4.0,254.0,9.0,
45915891,City of Los Angeles,Woodland Hills,34.17982,-118.56538,Entire home/apt,2576.0,30.0,0.0,,0.0,2.0,365.0,0.0,HSR20-002259
3077524,City of Los Angeles,Sherman Oaks,34.15656,-118.46178,Entire home/apt,190.0,31.0,10.0,2025-04-29,0.08,13.0,365.0,1.0,
48046450,Other Cities,Norwalk,33.90934,-118.08273,Entire home/apt,89.0,2.0,206.0,2025-08-23,3.73,1.0,265.0,34.0,
1462071066824245585,Other Cities,Santa Monica,34.025965093830614,-118.47425973143689,Entire home/apt,256.0,2.0,3.0,2025-09-01,3.0,5.0,256.0,3.0,Exempt
15951436,Other Cities,Pasadena,34.1438,-118.10535,Entire home/apt,162.0,1.0,375.0,2025-08-06,3.53,1.0,81.0,33.0,SRH2018-00048
24773440,Other Cities,Burbank,34.16845,-118.33245,Entire home/apt,99.0,365.0,359.0,2023-12-08,4.03,4.0,56.0,0.0,
44263957,Other Cities,Hermosa Beach,33.86149,-118.40169,Private room,654.0,1.0,29.0,2025-08-12,0.49,18.0,193.0,5.0,
1324059402609298222,City of Los Angeles,Exposition Park,34.02506,-118.30637,Private room,39.0,30.0,0.0,,0.0,31.0,364.0,0.0,
1455835695131455189,Other Cities,Burbank,34.18793,-118.35171,Entire home/apt,256.0,1.0,5.0,2025-08-29,4.17,6.0,350.0,5.0,
